region,municipality,district,party,votes
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,SD,64
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,M,46
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,MP,24
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,L,14
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,C,13
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,FI,10
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,ÖVR,8
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,KD,7
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,BLANK,3
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,OGEJ,0
Stockholms kommun,6 Yttre Västerort,40 - Kista 20 Husby C,OG,0
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,M,488
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,S,192
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,SD,179
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,L,149
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,C,129
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,KD,89
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,V,73
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,MP,71
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,ÖVR,21
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,FI,8
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,BLANK,6
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,OGEJ,0
Stockholms kommun,6 Yttre Västerort,41 - Spånga 1 Sundby,OG,0
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,M,385
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,S,239
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,SD,181
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,C,146
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,L,140
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,KD,127
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,MP,76
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,V,68
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,ÖVR,12
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,BLANK,8
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,FI,3
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,OGEJ,0
Stockholms kommun,6 Yttre Västerort,42 - Spånga 2 Flysta,OG,0
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,M,311
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,S,188
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,L,118
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,SD,117
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,C,116
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,MP,76
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,KD,71
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,V,46
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,ÖVR,13
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,FI,3
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,BLANK,3
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,OGEJ,0
Stockholms kommun,6 Yttre Västerort,43 - Spånga 3 Solhem Ö,OG,0
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,M,407
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,S,216
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,L,145
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,SD,140
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,C,135
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,MP,106
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,KD,63
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,V,38
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,ÖVR,14
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,FI,6
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,BLANK,4
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,OG,1
Stockholms kommun,6 Yttre Västerort,44 - Spånga 4 Solhem S,OGEJ,0
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,M,424
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,S,232
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,L,139
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,C,123
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,SD,109
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,MP,89
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,KD,84
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,V,67
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,FI,9
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,BLANK,9
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,ÖVR,3
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,OGEJ,1
Stockholms kommun,6 Yttre Västerort,45 - Spånga 5 Solhem V,OG,0
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,S,252
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,M,184
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,SD,91
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,V,84
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,MP,68
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,L,67
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,C,64
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,KD,60
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,ÖVR,13
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,BLANK,4
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,FI,3
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,OGEJ,1
Stockholms kommun,6 Yttre Västerort,46 - Spånga 6 Solhem N,OG,0
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,S,248
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,M,223
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,V,128
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,SD,99
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,C,88
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,L,82
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,MP,63
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,KD,58
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,ÖVR,27
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,FI,6
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,BLANK,5
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,OG,2
Stockholms kommun,6 Yttre Västerort,47 - Spånga 7 Bromsten N,OGEJ,1
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,S,241
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,M,171
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,SD,109
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,V,100
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,L,52
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,C,47
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,MP,39
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,KD,28
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,ÖVR,10
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,BLANK,10
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,FI,5
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,OGEJ,0
Stockholms kommun,6 Yttre Västerort,48 - Spånga 8 Bromsten mellersta,OG,0
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,M,283
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,S,147
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,SD,102
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,C,84
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,KD,73
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,L,58
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,MP,43
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,V,33
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,ÖVR,3
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,FI,2
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,BLANK,2
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,OGEJ,0
Stockholms kommun,6 Yttre Västerort,49 - Spånga 9 Bromsten S,OG,0
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,S,295
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,V,175
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,SD,131
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,M,67
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,C,33
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,MP,33
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,L,32
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,ÖVR,15
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,KD,14
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,FI,9
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,BLANK,7
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,OGEJ,2
Stockholms kommun,6 Yttre Västerort,4 - Hässelby 5 Hässelby Gård S,OG,2
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,S,438
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,V,176
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,M,51
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,SD,31
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,MP,21
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,L,13
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,C,12
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,KD,11
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,BLANK,6
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,FI,4
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,ÖVR,3
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,OGEJ,0
Stockholms kommun,6 Yttre Västerort,50 - Spånga 10 Hjulsta V,OG,0
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,S,384
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,V,196
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,M,65
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,SD,52
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,MP,36
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,L,21
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,KD,17
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,C,15
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,FI,8
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,ÖVR,7
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,BLANK,4
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,OGEJ,0
Stockholms kommun,6 Yttre Västerort,51 - Spånga 11 Erikslund,OG,0
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,S,320
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,V,115
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,M,65
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,SD,44
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,C,16
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,L,16
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,KD,16
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,MP,13
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,ÖVR,10
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,FI,3
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,BLANK,2
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,OGEJ,0
Stockholms kommun,6 Yttre Västerort,52 - Spånga 12 Nydal,OG,0
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,S,428
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,V,209
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,M,53
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,MP,24
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,SD,23
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,C,22
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,L,15
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,KD,15
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,ÖVR,6
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,BLANK,3
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,FI,2
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,OG,2
Stockholms kommun,6 Yttre Västerort,53 - Spånga 13 Tensta C,OGEJ,0
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,S,499
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,V,150
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,M,79
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,SD,28
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,MP,20
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,C,16
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,KD,16
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,L,9
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,BLANK,4
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,FI,3
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,ÖVR,1
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,OGEJ,0
Stockholms kommun,6 Yttre Västerort,54 - Spånga 14 Gullinge,OG,0
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,S,453
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,V,81
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,M,60
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,SD,35
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,KD,28
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,MP,12
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,C,11
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,ÖVR,11
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,L,7
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,OGEJ,5
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,FI,1
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,BLANK,0
Stockholms kommun,6 Yttre Västerort,55 - Spånga 15 Risingeplan mfl,OG,0
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,S,438
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,V,100
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,M,66
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,SD,27
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,C,22
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,KD,18
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,MP,15
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,L,9
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,ÖVR,7
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,FI,2
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,BLANK,2
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,OGEJ,0
Stockholms kommun,6 Yttre Västerort,56 - Spånga 16 Glömminge-Sörgården,OG,0
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,S,335
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,V,102
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,M,61
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,SD,28
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,KD,16
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,C,15
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,MP,15
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,L,13
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,ÖVR,9
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,FI,3
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,BLANK,2
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,OGEJ,0
Stockholms kommun,6 Yttre Västerort,57 - Spånga 17 Rinkebysvängen N,OG,0
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,S,454
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,V,87
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,M,37
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,MP,21
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,C,17
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,SD,17
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,ÖVR,8
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,BLANK,4
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,L,2
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,KD,2
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,FI,1
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,OGEJ,0
Stockholms kommun,6 Yttre Västerort,58 - Spånga 18 Rinkebystråket,OG,0
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,S,326
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,V,85
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,M,46
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,KD,43
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,ÖVR,35
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,SD,24
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,MP,16
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,C,12
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,L,6
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,FI,1
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,OGEJ,0
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,BLANK,0
Stockholms kommun,6 Yttre Västerort,59 - Spånga 19 Rinkebysvängen V,OG,0
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,S,315
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,V,141
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,SD,117
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,M,115
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,KD,52
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,C,38
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,L,35
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,MP,28
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,ÖVR,12
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,BLANK,8
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,FI,6
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,OGEJ,2
Stockholms kommun,6 Yttre Västerort,5 - Hässelby 6 Hässelby Gård Ö,OG,2
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,S,446
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,V,120
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,M,46
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,SD,33
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,MP,21
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,C,20
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,KD,7
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,L,4
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,FI,2
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,BLANK,1
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,ÖVR,0
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,OGEJ,0
Stockholms kommun,6 Yttre Västerort,60 - Spånga 20 Kvarnbyvägen mfl,OG,0
Stockholms kommun,6 Yttre Västerort,61 - Spånga 21 Rinkeby C,S,477
Stockholms kommun,6 Yttre Västerort,61 - Spånga 21 Rinkeby C,V,97
Stockholms kommun,6 Yttre Västerort,61 - Spånga 21 Rinkeby C,M,39
